capital-gain,capital-loss,educational-num,marital-status,workclass,education,occupation,race,native-country,Class-label,relationship,age,hours-per-week,gender,fnlwgt
63.9,-294.1,39.5,-33,44,-20,50,-15,2284,1,-371,3.1,34.2,1,87791.3
57.1,-257.0,35.4,-29,37,-17,46,-14,2007,0,-333,2.7,29.0,0,77272.2
65.0,-307.3,40.1,-33,45,-20,51,-15,2317,1,-377,3.8,34.9,1,89080.4
58.6,-291.3,36.3,-30,38,-18,47,-14,2123,0,-340,2.6,29.9,0,81802.3
65.4,-316.3,40.3,-33,45,-20,51,-15,2309,1,-379,3.4,35.2,1,88818.3
61.9,-277.6,38.3,-31,42,-19,49,-15,2219,0,-359,3.1,32.5,0,85399.2
61.4,-276.1,38.0,-31,41,-19,49,-14,2176,0,-357,3.0,32.1,0,83764.0
62.5,-317.5,38.6,-32,42,-19,49,-15,2172,1,-363,3.0,32.9,1,83649.2
63.0,-302.1,39.0,-33,43,-19,50,-15,2212,1,-367,3.4,33.7,1,85228.5
57.8,-277.8,35.9,-29,38,-18,46,-14,2077,0,-336,2.5,29.5,0,80007.2
63.9,-326.3,39.5,-33,44,-20,50,-15,2277,1,-371,3.2,34.2,1,87773.7
60.6,-293.9,37.5,-31,40,-19,48,-14,2132,0,-352,3.0,31.6,0,82111.8
64.9,-310.4,40.1,-33,45,-20,51,-15,2277,1,-377,3.7,34.9,1,87654.3
64.6,-294.6,39.9,-33,44,-20,51,-15,2258,1,-375,3.2,34.8,1,86833.3
71.2,-333.9,43.8,-36,51,-22,55,-16,2466,1,-412,3.8,39.7,1,94873.1
57.5,-284.4,35.7,-29,37,-17,46,-14,2082,0,-334,2.6,29.1,0,80122.8
75.7,-366.0,46.4,-38,55,-24,58,-18,2646,1,-437,4.6,42.9,1,101755.0
62.5,-320.4,38.6,-32,42,-19,49,-15,2267,1,-363,3.3,32.9,1,87223.2
60.8,-292.4,37.6,-31,41,-19,48,-14,2200,0,-354,3.0,32.0,0,84607.5
57.7,-283.7,35.8,-30,37,-18,46,-14,2079,0,-337,2.7,29.7,0,79994.5
66.8,-287.7,41.2,-34,47,-21,52,-16,2339,1,-388,3.4,36.5,1,90058.4
62.7,-285.3,38.7,-32,42,-19,50,-15,2207,1,-364,3.4,33.1,1,84878.3
56.9,-249.3,35.3,-29,37,-17,46,-14,2058,0,-331,2.6,28.8,0,79291.3
62.5,-309.6,38.6,-32,42,-19,49,-15,2202,1,-363,3.1,32.8,1,84846.1
60.8,-277.1,37.7,-31,41,-19,48,-14,2150,0,-354,3.0,31.8,0,82746.7
58.9,-263.1,36.5,-30,39,-18,47,-14,2098,0,-343,2.8,30.2,0,80814.6
58.2,-269.7,36.1,-30,38,-18,47,-14,2031,0,-339,2.9,29.8,0,78144.8
61.1,-272.9,37.8,-31,41,-19,49,-14,2186,0,-356,3.1,32.2,0,84176.0
65.7,-327.4,40.5,-34,45,-20,51,-15,2340,1,-381,3.1,35.6,1,90057.8
61.6,-303.3,38.1,-31,41,-19,49,-15,2145,0,-358,2.9,32.3,0,82686.8
61.2,-287.8,37.9,-31,41,-19,49,-15,2196,0,-355,2.8,32.0,0,84470.2
57.9,-247.0,35.9,-30,37,-18,46,-14,2051,0,-337,2.9,29.7,0,79000.6
63.4,-290.9,39.2,-32,43,-19,50,-15,2249,1,-368,3.2,33.7,1,86551.4
57.7,-262.1,35.8,-29,38,-18,46,-14,2045,0,-336,2.7,29.4,0,78835.6
59.0,-283.3,36.6,-30,39,-18,47,-14,2113,0,-343,2.7,30.4,0,81354.3
62.2,-277.6,38.5,-32,42,-19,49,-15,2211,1,-362,3.3,32.7,1,85132.5
56.9,-288.3,35.3,-29,37,-17,46,-14,2016,0,-331,2.1,28.9,0,77655.6
60.9,-302.1,37.7,-31,41,-19,48,-14,2192,0,-354,2.9,31.9,0,84541.8
63.0,-284.7,38.9,-32,43,-19,50,-15,2202,1,-366,3.2,33.3,1,84867.9
61.0,-271.6,37.7,-31,41,-19,48,-14,2153,0,-354,3.0,31.7,0,82756.6
57.6,-265.0,35.8,-29,37,-18,46,-14,2078,0,-335,2.4,29.1,0,80043.1
68.1,-316.9,42.0,-35,48,-21,53,-16,2416,1,-395,3.6,37.3,1,93022.9
60.0,-286.6,37.2,-31,40,-18,48,-14,2159,0,-349,2.7,31.3,0,83142.5
59.1,-274.8,36.6,-30,39,-18,47,-14,2090,0,-344,2.9,30.4,0,80506.6
58.2,-298.9,36.1,-30,38,-18,47,-14,2113,0,-339,2.6,29.8,0,81292.4
58.1,-274.5,36.1,-29,38,-18,47,-14,2052,0,-338,2.3,29.7,0,79055.9
57.0,-286.8,35.4,-29,37,-17,46,-14,2044,0,-332,2.7,28.7,0,78698.6
64.1,-269.0,39.6,-33,44,-20,50,-15,2270,1,-372,3.5,34.3,1,87451.7
57.0,-244.5,35.4,-29,37,-17,46,-13,2037,0,-332,2.9,28.7,0,78381.7
66.6,-309.4,41.0,-34,46,-21,52,-16,2329,1,-387,3.8,36.3,1,89747.2
62.0,-293.8,38.4,-32,42,-19,49,-15,2142,0,-360,3.3,32.6,0,82587.5
57.1,-260.6,35.5,-29,37,-17,46,-14,2068,0,-333,2.7,29.0,0,79665.9
59.3,-254.1,36.8,-30,39,-18,47,-14,2099,0,-345,2.6,30.8,0,80792.1
63.0,-319.5,38.9,-32,43,-19,50,-15,2223,1,-366,3.4,33.4,1,85576.8
64.4,-316.4,39.7,-33,44,-20,51,-15,2260,1,-374,3.7,34.4,1,87023.0
57.9,-250.7,35.9,-29,38,-18,46,-14,2031,0,-337,2.7,29.4,0,78139.2
57.8,-260.7,35.9,-30,38,-18,46,-14,2071,0,-337,2.8,29.6,0,79829.0
58.0,-301.6,36.0,-30,38,-18,47,-14,2098,0,-338,2.7,29.6,0,80825.2
64.3,-309.1,39.7,-33,44,-20,51,-15,2317,1,-373,3.6,34.3,1,89256.4
59.9,-275.9,37.1,-31,40,-18,48,-14,2147,0,-348,2.6,31.1,0,82847.0
58.4,-263.6,36.2,-30,38,-18,47,-14,2062,0,-340,2.7,29.8,0,79414.2
61.1,-254.6,37.8,-31,41,-19,48,-14,2177,0,-356,2.7,32.3,0,83829.0
56.6,-290.7,35.2,-29,36,-17,46,-14,2030,0,-330,2.5,28.9,0,78166.0
56.8,-279.2,35.3,-29,37,-17,46,-14,2027,0,-332,2.6,29.1,0,78055.1
56.4,-291.0,35.0,-29,36,-17,46,-14,2006,0,-329,3.0,28.2,0,77377.4
57.3,-280.2,35.6,-29,37,-17,46,-13,2083,0,-334,3.1,29.1,0,80236.0
67.3,-320.2,41.5,-34,47,-21,52,-16,2408,1,-391,3.8,36.8,1,92579.8
59.9,-273.2,37.1,-30,40,-18,48,-14,2088,0,-348,2.9,31.0,0,80450.4
67.3,-333.5,41.5,-35,47,-21,52,-16,2411,1,-391,4.1,36.7,1,92840.3
67.4,-318.4,41.5,-34,47,-21,53,-16,2376,1,-391,4.0,36.6,1,91341.0
62.1,-300.7,38.4,-32,42,-19,49,-15,2236,0,-361,2.9,32.9,1,86080.4
58.3,-288.2,36.2,-30,38,-18,47,-14,2039,0,-339,2.5,29.8,0,78581.9
69.4,-357.1,42.7,-36,49,-21,54,-16,2428,1,-403,3.9,38.5,1,93391.9
60.1,-298.8,37.2,-31,40,-18,48,-14,2130,0,-350,3.0,31.3,0,81992.7
57.4,-253.3,35.6,-29,37,-17,46,-14,2003,0,-334,2.5,29.0,0,77234.1
63.2,-304.3,39.1,-32,43,-19,50,-15,2250,1,-367,3.1,33.6,1,86627.1
67.0,-332.3,41.3,-34,47,-21,52,-16,2358,1,-388,3.6,36.5,1,90857.1
71.0,-352.9,43.6,-36,51,-22,55,-17,2508,1,-412,4.3,39.5,1,96476.8
60.8,-310.8,37.6,-31,40,-19,48,-14,2202,0,-353,2.8,31.8,0,84768.0
61.1,-283.7,37.8,-31,41,-19,49,-14,2203,0,-355,2.8,32.0,0,84782.9
59.9,-260.9,37.1,-31,40,-18,48,-14,2099,0,-349,3.0,31.3,0,80767.5
70.8,-325.8,43.6,-36,51,-22,55,-17,2459,1,-410,4.1,39.3,1,94618.8
62.5,-309.0,38.6,-32,42,-19,49,-15,2238,1,-363,3.4,33.0,1,86183.2
77.8,-379.3,47.7,-39,58,-24,59,-18,2775,1,-450,4.7,44.6,1,106754.0
67.1,-321.3,41.3,-34,47,-21,52,-16,2363,1,-389,3.1,36.4,1,90935.3
63.1,-293.7,39.0,-33,43,-19,50,-15,2219,1,-367,2.9,33.8,1,85490.9
63.2,-301.3,39.0,-32,43,-19,50,-15,2283,1,-367,3.5,33.4,1,87838.2
57.5,-301.5,35.7,-29,37,-17,46,-14,2068,0,-335,2.5,29.2,0,79641.1
56.5,-270.6,35.1,-29,37,-17,45,-13,1966,0,-330,2.4,28.8,0,75789.4
58.7,-266.9,36.4,-30,39,-18,47,-14,2099,0,-341,2.5,30.3,0,81009.3
72.8,-337.6,44.7,-37,53,-23,56,-17,2554,1,-422,4.3,40.8,1,98345.1
58.8,-257.1,36.4,-30,38,-18,47,-14,2140,0,-342,2.8,30.3,0,82375.6
56.7,-283.6,35.2,-29,37,-17,46,-14,2067,0,-330,2.5,28.7,0,79594.5
58.3,-260.5,36.2,-30,38,-18,47,-14,2093,0,-340,2.4,30.1,0,80599.2
60.7,-305.2,37.6,-31,40,-19,48,-14,2142,0,-353,2.9,31.7,0,82454.7
70.3,-331.2,43.3,-36,50,-22,54,-16,2443,1,-407,3.8,38.9,1,94074.1
57.8,-267.4,35.9,-29,38,-18,46,-14,2047,0,-336,2.8,29.4,0,78944.7
58.6,-267.9,36.3,-30,38,-18,47,-14,2062,0,-341,2.7,30.1,0,79501.8
61.1,-281.6,37.8,-31,41,-19,48,-14,2147,0,-356,2.9,32.2,0,82640.8
70.5,-332.1,43.4,-36,50,-22,54,-16,2478,1,-409,4.1,39.1,1,95434.4
67.8,-341.4,41.7,-34,47,-21,53,-16,2350,1,-393,3.5,37.0,1,90542.7
59.6,-276.9,36.9,-31,39,-18,48,-14,2106,0,-347,3.1,30.9,0,81121.8
61.6,-264.4,38.1,-31,41,-19,49,-15,2162,0,-358,3.0,32.2,0,83218.7
60.6,-282.3,37.5,-31,40,-19,48,-14,2155,0,-352,2.9,31.6,0,82931.9
61.8,-286.7,38.2,-32,41,-19,49,-15,2201,0,-359,2.8,32.7,0,84679.4
66.7,-306.9,41.1,-34,46,-21,52,-16,2363,1,-386,3.2,36.1,1,91026.1
61.5,-290.9,38.0,-32,41,-19,49,-15,2182,0,-357,3.2,32.3,0,84069.4
65.6,-308.3,40.5,-33,45,-20,51,-15,2343,1,-381,3.6,35.4,1,90164.3
65.5,-319.3,40.4,-33,45,-20,51,-15,2304,1,-380,3.4,35.4,1,88692.9
64.3,-295.1,39.7,-33,44,-20,51,-15,2365,1,-373,3.3,34.3,1,91021.7
61.3,-307.2,37.9,-31,41,-19,49,-14,2209,0,-356,2.8,32.2,0,84991.2
60.1,-273.0,37.3,-31,40,-18,48,-14,2146,0,-350,2.6,31.3,0,82501.2
70.6,-340.8,43.4,-36,50,-22,55,-17,2519,1,-409,4.0,39.2,1,96925.7
63.0,-278.5,38.9,-32,43,-19,50,-15,2244,1,-366,3.2,33.6,1,86497.4
67.7,-336.5,41.7,-34,47,-21,53,-16,2387,1,-392,3.4,36.9,1,91866.9
57.3,-250.3,35.6,-29,37,-17,46,-14,2021,0,-333,2.5,29.1,0,77875.8
60.5,-275.2,37.4,-31,40,-18,48,-14,2174,0,-352,3.2,31.5,0,83708.2
58.8,-270.9,36.5,-30,39,-18,47,-14,2059,0,-342,2.7,30.4,0,79451.8
59.6,-281.5,36.9,-30,39,-18,48,-14,2093,0,-347,2.4,30.9,0,80566.4
66.2,-309.2,40.8,-33,46,-20,52,-16,2369,1,-384,3.4,35.7,1,91181.1
57.4,-278.9,35.6,-30,37,-17,46,-14,2052,0,-335,2.8,29.3,0,79102.3
65.6,-296.1,40.5,-33,45,-20,51,-15,2304,1,-380,3.4,35.2,1,88838.4
61.1,-286.5,37.8,-31,41,-19,49,-14,2183,0,-356,3.3,32.0,0,84100.6
58.1,-276.0,36.0,-30,38,-18,47,-14,2097,0,-339,3.3,29.7,0,80787.7
62.1,-297.2,38.4,-32,42,-19,49,-15,2198,0,-361,3.6,32.5,0,84772.2
68.6,-337.6,42.2,-35,48,-21,53,-16,2433,1,-397,3.7,37.5,1,93675.3
61.2,-302.5,37.9,-31,41,-19,49,-15,2143,0,-356,3.1,32.1,0,82541.3
64.0,-324.3,39.5,-33,44,-20,50,-15,2306,1,-372,3.4,34.1,1,88649.6
62.9,-299.6,38.9,-32,42,-19,50,-15,2195,1,-365,3.5,33.1,1,84538.7
57.1,-294.1,35.4,-29,37,-17,46,-14,2016,0,-332,2.5,28.9,0,77668.2
57.9,-277.5,35.9,-30,38,-18,46,-14,2081,0,-338,2.4,29.9,0,80020.9
65.5,-324.8,40.4,-33,45,-20,51,-15,2301,1,-380,3.6,35.2,1,88531.6
61.7,-290.7,38.2,-32,41,-19,49,-15,2185,0,-359,3.0,32.4,0,84037.2
61.8,-284.6,38.2,-31,41,-19,49,-15,2193,0,-359,3.2,32.4,0,84313.1
59.1,-288.7,36.6,-30,39,-18,47,-14,2075,0,-343,2.8,30.3,0,79978.0
68.5,-342.2,42.2,-35,48,-21,53,-16,2407,1,-397,4.1,37.4,1,92657.2
61.3,-257.0,37.9,-31,41,-19,49,-14,2201,0,-356,2.9,32.1,0,84755.9
63.9,-300.7,39.5,-33,43,-20,50,-15,2238,1,-371,3.0,34.2,1,86141.7
68.6,-313.7,42.2,-35,48,-21,53,-16,2423,1,-398,4.2,37.6,1,93241.3
68.7,-295.4,42.3,-35,48,-21,53,-16,2451,1,-399,3.9,37.9,1,94253.8
56.2,-238.5,35.0,-29,36,-17,45,-13,1925,0,-328,2.4,28.2,0,74233.8
73.1,-350.3,44.9,-37,53,-23,56,-17,2599,1,-423,4.4,41.0,1,99956.7
56.8,-271.5,35.2,-29,37,-17,46,-13,1995,0,-331,2.3,28.9,0,76802.7
61.4,-273.6,38.0,-31,41,-19,49,-14,2222,0,-357,3.4,32.1,0,85357.3
63.9,-286.1,39.4,-32,43,-20,50,-15,2273,1,-371,3.0,34.1,1,87478.1
67.9,-332.1,41.8,-34,48,-21,53,-16,2412,1,-394,3.6,37.1,1,92830.3
60.8,-300.6,37.6,-31,40,-19,48,-14,2245,0,-354,2.9,31.8,0,86274.3
62.7,-289.6,38.7,-32,42,-19,50,-15,2259,1,-364,3.3,33.1,1,87061.5
57.5,-272.0,35.6,-30,37,-17,46,-14,2010,0,-335,2.9,29.5,0,77464.8
61.7,-275.3,38.2,-31,41,-19,49,-15,2214,0,-358,3.2,32.4,0,85197.1
62.3,-282.2,38.5,-32,42,-19,49,-15,2252,1,-362,3.1,32.8,1,86755.7
63.9,-325.8,39.5,-32,44,-20,50,-15,2263,1,-371,3.2,33.9,1,87092.5
58.6,-260.7,36.3,-30,38,-18,47,-14,2096,0,-341,2.8,30.2,0,80615.9
58.9,-260.0,36.5,-30,39,-18,47,-14,2066,0,-343,2.9,30.4,0,79584.9
65.6,-333.3,40.5,-33,45,-20,51,-16,2271,1,-381,3.3,35.4,1,87531.6
61.1,-262.6,37.8,-31,41,-19,48,-14,2204,0,-355,3.1,32.0,0,84947.5
73.5,-322.5,45.1,-38,53,-23,56,-17,2543,1,-425,4.1,41.5,1,97887.8
63.6,-292.3,39.3,-32,43,-20,50,-15,2204,1,-369,3.3,33.7,1,84799.9
56.5,-262.4,35.1,-29,36,-17,46,-13,2040,0,-329,2.4,28.5,0,78593.8
62.4,-286.3,38.6,-32,42,-19,49,-15,2183,1,-363,3.0,33.2,1,84072.8
57.1,-280.6,35.4,-29,37,-17,46,-13,2067,0,-332,2.8,28.9,0,79593.9
68.7,-337.0,42.3,-35,48,-21,53,-16,2457,1,-398,3.7,37.6,1,94463.7
58.3,-290.8,36.1,-30,38,-18,47,-14,2079,0,-340,2.5,30.1,0,80019.7
66.4,-305.3,41.0,-34,46,-20,52,-15,2349,1,-385,3.5,36.1,1,90477.6
57.3,-271.3,35.5,-30,37,-17,46,-14,2030,0,-334,2.7,29.4,0,78098.0
65.6,-296.4,40.5,-33,45,-20,51,-15,2270,1,-380,3.6,35.2,1,87397.8
67.3,-320.5,41.5,-34,47,-21,52,-16,2350,1,-390,3.5,36.6,1,90279.3
66.4,-312.5,41.0,-34,46,-20,52,-16,2336,1,-386,3.8,36.0,1,90016.6
66.0,-294.9,40.7,-34,46,-20,52,-15,2361,1,-383,3.6,35.8,1,90807.6
56.2,-268.1,35.0,-29,36,-17,45,-13,1976,0,-328,2.8,28.2,0,76008.7
63.0,-308.4,38.9,-32,42,-19,50,-15,2250,1,-366,3.6,33.1,1,86673.5
61.9,-286.7,38.3,-32,41,-19,49,-15,2216,0,-360,3.0,32.7,0,85223.1
61.2,-276.7,37.9,-31,41,-19,49,-15,2175,0,-356,3.1,32.2,0,83796.4
63.8,-306.8,39.4,-32,43,-20,50,-15,2304,1,-370,3.2,33.8,1,88566.2
56.9,-271.4,35.3,-29,37,-17,46,-14,2018,0,-331,2.4,28.8,0,77550.9
66.2,-331.6,40.8,-34,46,-20,52,-16,2302,1,-384,3.8,35.8,1,88733.7
64.8,-306.3,40.0,-33,44,-20,51,-15,2332,1,-376,3.2,34.7,1,89650.9
68.0,-318.9,41.9,-34,48,-21,53,-16,2381,1,-394,3.4,37.2,1,91703.0
60.1,-298.3,37.2,-31,40,-18,48,-14,2133,0,-349,2.8,31.3,0,82109.1
59.2,-282.9,36.7,-31,39,-18,47,-14,2126,0,-345,2.9,30.8,0,81957.9
67.2,-318.1,41.4,-34,47,-21,52,-16,2435,1,-389,3.6,36.4,1,93656.9
58.9,-282.0,36.5,-30,39,-18,47,-14,2099,0,-343,2.7,30.5,0,80815.0
57.9,-261.7,35.9,-30,38,-18,46,-14,2077,0,-338,2.4,29.8,0,80013.0
70.4,-326.4,43.3,-36,50,-22,54,-16,2463,1,-408,4.3,38.9,1,94759.8
57.6,-292.8,35.8,-29,37,-18,46,-14,2073,0,-335,2.9,29.1,0,79671.9
76.2,-378.4,46.7,-39,56,-24,58,-18,2723,1,-440,4.7,43.2,1,104649.5
63.7,-279.4,39.3,-33,43,-20,50,-15,2262,1,-370,3.6,33.9,1,87197.9
59.6,-272.9,37.0,-31,39,-18,48,-14,2110,0,-347,2.9,31.0,0,81384.1
56.7,-284.6,35.2,-29,36,-17,46,-14,2039,0,-330,2.4,28.7,0,78505.1
65.5,-301.6,40.4,-33,45,-20,51,-15,2321,1,-380,3.5,35.3,1,89248.6
62.6,-288.3,38.7,-32,42,-19,49,-15,2219,1,-364,3.6,33.1,1,85503.1
64.2,-295.9,39.6,-33,44,-20,51,-15,2303,1,-373,4.0,34.3,1,88703.8
59.0,-293.7,36.6,-30,39,-18,47,-14,2088,0,-343,2.9,30.3,0,80507.6
60.9,-275.8,37.7,-31,41,-19,48,-14,2164,0,-354,2.7,31.9,0,83265.8
60.8,-284.5,37.6,-31,40,-19,48,-14,2176,0,-353,3.0,31.7,0,83793.3
68.1,-333.7,42.0,-35,48,-21,53,-16,2434,1,-395,3.6,37.4,1,93652.9
67.4,-332.3,41.5,-34,47,-21,52,-16,2414,1,-391,3.7,36.8,1,92781.4
61.6,-292.0,38.1,-31,41,-19,49,-15,2198,0,-358,3.1,32.1,0,84590.7
58.8,-262.0,36.5,-30,39,-18,47,-14,2105,0,-343,2.6,30.3,0,80932.2
57.2,-303.6,35.5,-30,37,-17,46,-14,2076,0,-334,2.5,29.3,0,80011.7
58.6,-279.9,36.3,-30,38,-18,47,-14,2053,0,-341,2.9,30.2,0,79132.0
66.0,-303.3,40.7,-33,46,-20,52,-15,2323,1,-383,3.3,35.6,1,89421.7
70.9,-341.8,43.6,-36,51,-22,55,-17,2459,1,-410,3.9,39.3,1,94675.0
66.4,-292.0,40.9,-34,46,-20,52,-16,2325,1,-385,3.6,36.0,1,89553.6
73.0,-337.2,44.8,-37,53,-23,56,-17,2600,1,-423,4.8,40.8,1,100090.0
69.2,-311.8,42.6,-35,49,-21,54,-16,2441,1,-401,4.4,38.0,1,93877.7
61.4,-289.4,38.0,-31,41,-19,49,-15,2209,0,-357,2.7,32.4,0,85083.7
64.0,-274.7,39.5,-33,43,-20,50,-15,2255,1,-372,3.4,34.1,1,86866.1
57.4,-290.1,35.6,-30,37,-17,46,-14,2083,0,-335,2.4,29.4,0,80188.5
60.0,-295.2,37.1,-31,40,-18,48,-14,2134,0,-349,2.9,31.2,0,82140.2
63.7,-315.5,39.3,-32,43,-20,50,-15,2245,1,-370,3.2,33.9,1,86482.6
62.7,-311.3,38.8,-32,42,-19,50,-15,2204,1,-364,3.5,33.0,1,84814.4
60.0,-304.2,37.2,-31,40,-18,48,-14,2105,0,-349,3.0,31.1,0,81149.7
62.5,-323.1,38.7,-32,42,-19,49,-15,2184,1,-363,3.1,33.1,1,84145.2
58.5,-258.5,36.3,-30,38,-18,47,-14,2081,0,-341,2.6,30.2,0,80185.5
60.6,-295.4,37.6,-31,40,-19,48,-14,2073,0,-353,3.0,31.7,0,79894.2
62.4,-295.0,38.6,-32,42,-19,49,-15,2220,1,-363,3.0,33.1,1,85454.2
61.5,-276.1,38.1,-31,41,-19,49,-15,2149,0,-358,3.0,32.2,0,82743.4
57.1,-280.9,35.5,-29,37,-17,46,-14,2009,0,-332,2.5,28.9,0,77345.2
70.4,-325.7,43.3,-36,50,-22,54,-16,2510,1,-408,4.2,38.9,1,96488.4
61.6,-294.6,38.1,-31,41,-19,49,-14,2142,0,-358,3.2,32.2,0,82468.5
57.8,-276.8,35.9,-30,38,-18,46,-14,2083,0,-337,3.1,29.6,0,80103.7
62.4,-312.9,38.6,-32,42,-19,49,-15,2136,1,-363,2.9,33.2,1,82346.4
69.7,-319.4,42.9,-36,50,-22,54,-16,2450,1,-405,4.0,38.8,1,94359.0
59.4,-257.5,36.8,-30,39,-18,47,-14,2108,0,-345,2.8,30.7,0,81162.3
64.7,-314.9,39.9,-33,44,-20,51,-15,2282,1,-377,3.7,35.0,1,87889.6
65.7,-305.1,40.5,-34,45,-20,51,-16,2362,1,-381,3.6,35.5,1,90918.4
65.0,-320.5,40.1,-33,44,-20,51,-15,2293,1,-377,3.6,34.6,1,88270.9
59.4,-262.2,36.8,-30,39,-18,48,-14,2119,0,-345,2.8,30.5,0,81536.4
69.8,-335.7,42.9,-36,50,-22,54,-16,2440,1,-405,4.2,38.7,1,93943.6
63.0,-329.4,39.0,-32,43,-19,50,-15,2199,1,-366,2.8,33.4,1,84714.6
59.6,-290.7,36.9,-30,39,-18,48,-14,2133,0,-347,2.8,30.8,0,82062.3
65.5,-333.3,40.4,-33,45,-20,51,-15,2321,1,-380,3.2,35.4,1,89176.3
63.0,-302.1,39.0,-32,43,-19,50,-15,2256,1,-366,3.5,33.3,1,86781.3
58.0,-257.6,36.0,-30,38,-18,46,-14,2074,0,-338,2.5,29.9,0,79859.7
59.4,-284.3,36.8,-30,39,-18,47,-14,2093,0,-346,2.7,30.7,0,80661.2
58.7,-279.3,36.4,-30,38,-18,47,-14,2069,0,-341,2.3,30.1,0,79628.5
57.9,-283.5,35.9,-29,38,-18,46,-14,2042,0,-337,2.9,29.4,0,78690.5
70.1,-319.6,43.1,-36,50,-22,54,-16,2488,1,-406,4.2,38.8,1,95670.3
60.1,-289.7,37.2,-31,40,-18,48,-14,2138,0,-350,3.1,31.2,0,82369.2
58.4,-271.4,36.2,-30,38,-18,47,-14,2072,0,-340,2.6,29.9,0,79869.4
65.8,-329.2,40.6,-33,45,-20,52,-15,2315,1,-381,3.3,35.3,1,89083.6
65.6,-321.4,40.5,-34,45,-20,51,-16,2334,1,-381,3.6,35.6,1,89835.3
61.5,-282.3,38.0,-31,41,-19,49,-15,2167,0,-357,3.1,32.2,0,83414.2
73.1,-331.4,44.9,-37,53,-23,56,-17,2545,1,-423,4.4,41.2,1,97836.1
58.1,-288.2,36.1,-30,38,-18,47,-14,2140,0,-338,2.3,29.9,0,82323.5
59.0,-289.1,36.6,-30,39,-18,47,-14,2095,0,-343,2.3,30.4,0,80795.2
69.3,-330.8,42.6,-35,49,-21,54,-16,2424,1,-401,4.0,38.1,1,93164.3
60.1,-276.9,37.2,-31,40,-18,48,-14,2100,0,-349,3.0,31.1,0,80901.7
61.4,-290.0,38.0,-32,41,-19,49,-14,2168,0,-357,2.8,32.4,0,83397.2
62.5,-291.0,38.6,-32,42,-19,49,-15,2230,1,-363,3.1,33.0,1,85950.7
61.0,-297.8,37.7,-31,41,-19,48,-14,2147,0,-355,3.1,31.8,0,82695.0
64.6,-316.4,39.9,-33,45,-20,51,-16,2250,1,-376,3.5,34.8,1,86695.7
58.7,-275.2,36.4,-30,39,-18,47,-14,2104,0,-342,2.9,30.4,0,81033.7
63.6,-284.4,39.3,-32,43,-20,50,-15,2312,1,-369,3.4,33.8,1,88984.5
65.1,-334.0,40.2,-33,45,-20,51,-15,2363,1,-378,3.4,35.1,1,90751.0
64.5,-303.2,39.8,-33,44,-20,51,-15,2317,1,-375,3.3,34.7,1,89099.3
64.4,-325.0,39.7,-33,44,-20,51,-15,2298,1,-374,3.2,34.6,1,88474.5
65.3,-293.8,40.3,-33,45,-20,51,-16,2294,1,-379,3.5,35.0,1,88347.5
69.5,-342.4,42.8,-36,49,-22,54,-16,2464,1,-403,4.0,38.4,1,94934.7
66.9,-294.8,41.2,-34,46,-21,52,-16,2352,1,-388,3.6,36.4,1,90524.6
60.5,-307.7,37.4,-31,40,-18,48,-14,2135,0,-352,3.3,31.4,0,82246.6
60.0,-298.2,37.2,-31,40,-18,48,-14,2145,0,-349,2.8,31.1,0,82614.6
55.4,-279.3,34.5,-28,35,-17,45,-13,1994,0,-323,2.7,27.7,0,76846.1
56.9,-281.0,35.3,-29,36,-17,46,-14,2027,0,-331,2.5,28.7,0,78131.8
65.0,-326.3,40.1,-33,45,-20,51,-15,2311,1,-377,3.6,34.8,1,88954.5
63.1,-297.5,39.0,-32,43,-19,50,-15,2203,1,-367,2.9,33.6,1,84759.7
57.2,-261.0,35.5,-29,37,-17,46,-14,2013,0,-333,2.7,29.1,0,77617.7
67.1,-292.2,41.4,-34,47,-21,52,-16,2418,1,-389,3.8,36.2,1,92917.0
61.8,-278.2,38.2,-32,42,-19,49,-15,2206,0,-360,3.3,32.5,0,84910.6
59.8,-281.0,37.0,-31,39,-18,48,-14,2208,0,-348,3.1,31.0,0,84778.6
59.6,-265.2,36.9,-30,39,-18,48,-14,2171,0,-347,2.8,31.0,0,83465.1
58.2,-281.6,36.1,-30,38,-18,47,-14,2087,0,-339,2.4,30.1,0,80429.2
62.5,-293.0,38.6,-32,42,-19,49,-15,2159,1,-363,3.1,33.2,1,83169.5
66.9,-294.2,41.2,-34,47,-21,52,-16,2347,1,-389,3.8,36.6,1,90283.2
64.8,-311.3,40.0,-33,45,-20,51,-15,2305,1,-376,3.4,34.8,1,88730.9
62.3,-292.1,38.5,-32,42,-19,49,-15,2189,1,-362,3.1,32.8,1,84348.7
59.8,-287.1,37.0,-31,39,-18,48,-14,2136,0,-348,2.9,31.2,0,82236.0
62.8,-285.0,38.8,-32,42,-19,50,-15,2254,1,-365,3.2,33.3,1,86677.2
61.1,-276.9,37.8,-31,41,-19,48,-14,2160,0,-355,3.1,32.1,0,83135.0
62.3,-301.5,38.5,-32,42,-19,49,-15,2193,1,-363,3.3,33.1,1,84379.6
64.9,-296.8,40.0,-33,45,-20,51,-15,2317,1,-377,3.4,34.9,1,89198.7
63.4,-272.7,39.2,-32,43,-19,50,-15,2265,1,-368,3.2,33.5,1,87152.6
65.4,-286.7,40.3,-33,45,-20,51,-15,2308,1,-380,3.8,35.1,1,88864.8
