race,male,fam_inc,tier,fulltime,lsat,ugpa,decile1b,decile3,zgpa,zfygpa,pass_bar
1,1,8,14,2,93.6,2.3,6.3,5.5,0.63,0.78,1
1,1,4,7,2,52.2,2.3,6.3,5.4,0.61,0.75,0
1,0,2,1,1,24.9,2.3,6.3,5.6,0.63,0.73,0
0,0,2,3,1,26.0,2.3,6.3,5.5,0.63,0.77,0
0,0,2,2,1,21.7,2.4,6.3,5.3,0.59,0.74,0
1,0,2,2,1,21.4,2.3,6.3,5.6,0.65,0.77,0
1,0,4,4,2,40.3,2.3,6.3,5.5,0.61,0.73,0
1,1,5,10,2,57.3,2.4,6.3,5.4,0.59,0.7,0
1,0,4,7,2,39.5,2.4,6.3,5.3,0.59,0.75,0
1,0,3,1,1,25.3,2.3,6.3,5.6,0.64,0.78,0
0,1,5,6,2,55.9,2.3,6.3,5.5,0.62,0.75,0
1,1,6,11,2,63.8,2.4,6.3,5.2,0.57,0.73,0
1,0,2,2,1,20.8,2.2,6.2,5.8,0.68,0.79,0
1,0,3,2,2,33.3,2.2,6.3,5.8,0.67,0.77,0
1,1,5,9,2,56.7,2.3,6.3,5.6,0.62,0.74,0
1,0,2,3,1,25.4,2.2,6.3,5.7,0.67,0.79,0
1,0,3,4,1,23.6,2.2,6.3,5.7,0.67,0.8,0
1,0,2,1,1,22.2,2.3,6.3,5.6,0.64,0.74,0
1,1,5,8,2,52.2,2.1,6.3,6.2,0.71,0.76,0
1,1,5,10,2,58.2,2.2,6.3,5.7,0.65,0.75,0
1,0,4,3,2,38.1,2.3,6.3,5.7,0.65,0.76,0
1,0,4,6,2,45.9,2.3,6.3,5.5,0.63,0.77,0
1,0,2,1,1,22.3,2.2,6.3,5.6,0.65,0.78,0
1,0,3,5,1,24.1,2.3,6.3,5.6,0.64,0.77,0
1,1,6,8,2,68.5,2.3,6.2,5.6,0.64,0.76,1
0,1,5,10,2,61.4,2.4,6.3,5.4,0.6,0.74,0
1,0,2,2,1,20.7,2.2,6.3,5.7,0.66,0.78,0
0,0,3,1,1,24.4,2.3,6.3,5.6,0.63,0.75,0
0,0,2,1,1,22.2,2.3,6.3,5.4,0.61,0.74,0
0,0,2,3,1,31.3,2.4,6.3,5.3,0.6,0.74,0
1,0,2,4,1,16.9,2.3,6.3,5.7,0.66,0.78,0
1,0,4,6,2,45.1,2.2,6.3,5.8,0.68,0.79,0
1,0,3,3,1,31.4,2.2,6.3,5.7,0.67,0.81,0
1,0,2,2,1,22.0,2.4,6.3,5.3,0.59,0.74,0
0,0,2,4,1,25.8,2.3,6.3,5.5,0.62,0.75,0
1,0,2,1,1,22.6,2.2,6.3,5.8,0.68,0.8,0
1,0,4,6,2,47.0,2.2,6.3,5.8,0.69,0.8,0
1,0,4,5,1,34.9,2.3,6.3,5.8,0.67,0.75,0
1,0,3,4,1,25.8,2.3,6.3,5.4,0.61,0.74,0
1,0,3,5,2,37.8,2.1,6.3,5.9,0.7,0.82,0
1,0,2,1,1,20.0,2.2,6.3,5.9,0.69,0.78,0
1,0,2,6,1,27.8,2.2,6.3,5.8,0.67,0.77,0
1,0,2,1,1,22.0,2.3,6.3,5.6,0.63,0.76,0
1,0,4,4,2,44.6,2.2,6.3,5.6,0.65,0.77,0
0,0,3,2,2,35.0,2.4,6.3,5.4,0.59,0.73,0
1,1,5,8,2,58.9,2.3,6.2,5.6,0.61,0.71,0
1,0,2,2,1,22.9,2.2,6.3,5.8,0.67,0.79,0
0,1,6,5,2,63.8,2.4,6.3,5.2,0.57,0.72,0
0,0,3,5,1,31.6,2.4,6.3,5.3,0.6,0.74,0
1,1,5,10,2,55.2,2.2,6.2,5.8,0.67,0.77,0
1,0,2,3,1,23.5,2.2,6.3,5.6,0.65,0.78,0
1,0,2,3,1,20.0,2.4,6.3,5.4,0.6,0.72,0
1,0,3,5,2,35.2,2.3,6.3,5.6,0.63,0.75,0
1,0,2,3,1,25.2,2.3,6.3,5.5,0.62,0.74,0
1,0,3,4,1,24.7,2.3,6.2,5.8,0.65,0.73,0
1,0,2,2,1,24.3,2.3,6.3,5.7,0.64,0.74,0
1,1,5,9,2,58.7,2.1,6.3,6.1,0.72,0.82,0
0,0,3,2,1,22.5,2.4,6.3,5.3,0.58,0.73,0
1,0,3,2,1,22.7,2.3,6.3,5.5,0.63,0.75,0
1,0,2,2,1,24.5,2.2,6.2,5.7,0.66,0.79,0
1,0,2,2,1,24.9,2.3,6.3,5.5,0.62,0.75,0
1,0,2,2,1,23.9,2.3,6.3,5.5,0.61,0.75,0
1,1,4,6,2,49.3,2.3,6.3,5.6,0.64,0.76,0
0,0,4,5,2,38.9,2.4,6.2,5.4,0.6,0.74,0
1,0,2,3,1,20.6,2.3,6.3,5.6,0.64,0.77,0
1,0,4,3,2,42.2,2.3,6.3,5.7,0.64,0.74,0
1,0,4,3,2,38.2,2.2,6.2,5.8,0.67,0.78,0
1,0,3,2,1,24.7,2.3,6.3,5.5,0.61,0.73,0
1,0,2,2,1,25.1,2.3,6.3,5.6,0.63,0.76,0
1,1,4,2,2,47.8,2.3,6.3,5.5,0.62,0.74,0
1,0,2,1,1,25.7,2.3,6.3,5.4,0.61,0.76,0
1,0,3,4,1,29.5,2.2,6.3,5.8,0.68,0.79,0
0,1,6,6,2,71.1,2.3,6.3,5.5,0.63,0.76,1
1,0,2,1,1,21.1,2.4,6.3,5.4,0.59,0.71,0
1,0,3,3,1,22.2,2.3,6.3,5.5,0.63,0.77,0
1,0,3,4,1,33.1,2.3,6.3,5.7,0.64,0.75,0
1,0,2,2,1,24.0,2.5,6.3,5.2,0.56,0.7,0
1,1,6,7,2,70.5,2.4,6.3,5.5,0.61,0.73,1
1,0,2,2,1,25.0,2.3,6.3,5.5,0.63,0.75,0
1,0,2,1,1,22.4,2.3,6.3,5.7,0.64,0.75,0
1,0,2,1,1,20.8,2.2,6.3,5.6,0.65,0.78,0
0,0,4,2,2,46.0,2.3,6.3,5.5,0.62,0.74,0
1,1,4,10,2,48.7,2.2,6.3,5.7,0.66,0.78,0
0,1,5,8,2,62.0,2.4,6.2,5.4,0.6,0.73,0
0,0,4,4,2,39.2,2.3,6.3,5.6,0.62,0.72,0
1,0,3,3,1,30.7,2.2,6.2,5.8,0.68,0.78,0
1,1,5,5,2,54.0,2.3,6.3,5.6,0.64,0.78,0
1,0,3,3,1,27.9,2.3,6.3,5.6,0.64,0.75,0
0,0,2,5,1,24.6,2.4,6.3,5.5,0.61,0.73,0
0,1,4,7,2,54.0,2.5,6.3,5.2,0.55,0.68,0
1,0,2,3,1,25.1,2.2,6.2,5.9,0.67,0.75,0
1,1,4,9,2,48.0,2.3,6.3,5.5,0.61,0.74,0
1,0,3,3,1,28.5,2.3,6.3,5.6,0.64,0.76,0
1,0,3,3,1,31.8,2.4,6.3,5.2,0.57,0.73,0
1,0,2,3,1,25.1,2.2,6.3,5.7,0.65,0.77,0
1,0,3,7,1,33.5,2.3,6.3,5.6,0.62,0.7,0
1,0,3,6,1,32.6,2.2,6.3,5.8,0.67,0.78,0
1,0,3,4,1,26.6,2.2,6.3,5.9,0.7,0.8,0
1,0,5,3,2,42.0,2.3,6.3,5.5,0.62,0.74,0
0,1,6,10,2,62.1,2.3,6.3,5.5,0.62,0.76,0
0,0,3,3,1,26.5,2.3,6.3,5.5,0.63,0.75,0
1,0,2,0,1,21.8,2.3,6.3,5.6,0.63,0.74,0
1,0,2,2,1,22.5,2.2,6.3,5.8,0.67,0.79,0
1,0,3,3,1,26.0,2.3,6.3,5.5,0.62,0.76,0
1,0,2,3,1,20.3,2.2,6.3,5.8,0.66,0.75,0
1,0,3,3,1,23.5,2.3,6.3,5.6,0.65,0.79,0
1,0,3,1,1,25.6,2.2,6.3,5.8,0.66,0.75,0
1,0,3,1,1,28.6,2.2,6.3,5.7,0.66,0.78,0
1,0,4,4,2,40.8,2.2,6.3,5.7,0.65,0.77,0
1,1,5,8,2,58.7,2.3,6.3,5.8,0.66,0.77,0
0,0,2,3,1,22.7,2.3,6.3,5.4,0.61,0.75,0
1,0,2,1,1,23.0,2.2,6.3,5.8,0.68,0.79,0
1,0,2,2,1,22.7,2.3,6.3,5.4,0.61,0.76,0
1,0,2,2,1,20.8,2.3,6.3,5.5,0.62,0.75,0
1,0,2,1,1,23.7,2.3,6.3,5.6,0.65,0.77,0
1,0,3,5,1,30.1,2.2,6.3,5.8,0.68,0.79,0
1,1,5,9,2,60.8,2.2,6.3,5.8,0.68,0.79,0
1,0,3,5,1,24.5,2.2,6.2,5.9,0.68,0.77,0
1,0,2,5,1,25.0,2.2,6.3,5.7,0.67,0.81,0
1,0,2,0,1,21.3,2.3,6.3,5.7,0.65,0.77,0
1,1,7,5,2,82.9,2.2,6.2,5.8,0.66,0.77,1
1,1,5,4,2,52.2,2.0,6.3,6.2,0.75,0.83,0
0,0,3,2,1,23.8,2.3,6.3,5.5,0.61,0.74,0
1,0,3,1,1,24.3,2.2,6.3,5.8,0.68,0.79,0
1,0,3,2,1,29.6,2.2,6.3,5.9,0.7,0.8,0
0,0,3,1,1,21.2,2.4,6.2,5.3,0.59,0.74,0
1,0,2,1,1,21.9,2.3,6.3,5.5,0.63,0.76,0
1,1,6,6,2,70.5,2.0,6.2,6.4,0.76,0.82,1
1,0,2,5,1,27.2,2.2,6.3,5.7,0.65,0.75,0
1,0,3,4,1,25.0,2.3,6.3,5.6,0.64,0.77,0
1,0,2,5,1,24.6,2.2,6.3,5.7,0.65,0.76,0
1,0,2,4,1,24.8,2.3,6.3,5.4,0.61,0.75,0
1,0,3,4,2,38.4,2.3,6.3,5.6,0.64,0.75,0
0,0,3,4,1,27.7,2.3,6.3,5.6,0.64,0.76,0
0,0,2,2,1,22.4,2.4,6.3,5.5,0.61,0.74,0
1,1,4,5,2,53.0,2.3,6.2,5.6,0.63,0.73,0
0,1,4,8,2,48.4,2.3,6.3,5.5,0.61,0.73,0
1,1,6,9,2,71.7,2.3,6.3,5.6,0.63,0.75,1
0,0,2,6,1,24.7,2.3,6.3,5.6,0.63,0.76,0
1,0,3,4,1,32.8,2.2,6.3,5.9,0.69,0.79,0
1,0,2,1,1,22.1,2.3,6.3,5.5,0.62,0.76,0
1,1,7,12,2,84.0,2.3,6.3,5.7,0.65,0.76,1
1,0,4,4,2,43.6,2.2,6.3,5.9,0.68,0.78,0
1,0,2,2,1,23.7,2.3,6.3,5.5,0.63,0.76,0
1,0,2,2,1,24.8,2.3,6.3,5.7,0.65,0.76,0
1,0,3,1,2,33.9,2.2,6.3,5.9,0.69,0.79,0
1,1,5,8,2,65.6,2.2,6.3,5.8,0.67,0.76,0
0,1,7,12,2,82.2,2.3,6.3,5.5,0.61,0.74,1
1,0,2,2,1,22.3,2.3,6.3,5.6,0.63,0.75,0
1,0,2,1,1,24.7,2.3,6.3,5.6,0.62,0.71,0
1,0,4,3,2,47.0,2.2,6.3,5.9,0.7,0.8,0
1,1,5,5,2,54.6,2.1,6.2,5.9,0.7,0.8,0
1,0,2,2,1,24.6,2.2,6.3,5.8,0.68,0.8,0
1,0,3,2,1,24.0,2.4,6.3,5.3,0.6,0.75,0
1,0,2,4,1,22.2,2.3,6.2,5.6,0.63,0.72,0
1,1,6,10,2,68.5,2.2,6.3,5.9,0.7,0.8,0
0,0,4,5,2,44.3,2.4,6.3,5.4,0.6,0.74,0
1,1,6,7,2,60.6,2.2,6.2,5.8,0.67,0.77,0
1,0,3,4,1,33.0,2.3,6.2,5.5,0.63,0.76,0
0,0,3,1,1,29.7,2.5,6.3,5.1,0.56,0.73,0
0,0,2,0,1,23.7,2.3,6.3,5.4,0.61,0.75,0
1,0,4,4,2,39.6,2.4,6.3,5.4,0.6,0.75,0
1,1,4,5,2,49.6,2.3,6.3,5.5,0.62,0.73,0
1,0,4,6,2,46.5,2.3,6.3,5.6,0.65,0.76,0
1,0,2,3,1,28.1,2.4,6.3,5.4,0.6,0.72,0
1,0,4,8,2,46.5,2.3,6.3,5.7,0.64,0.73,0
1,0,3,3,1,24.3,2.4,6.3,5.4,0.6,0.71,0
1,0,2,3,1,25.3,2.2,6.3,5.7,0.66,0.78,0
1,1,5,4,2,56.8,2.1,6.2,6.0,0.71,0.8,0
1,0,4,6,2,40.9,2.2,6.3,5.9,0.68,0.78,0
0,0,2,2,1,24.2,2.4,6.3,5.3,0.59,0.74,0
0,0,3,5,1,33.8,2.4,6.3,5.3,0.59,0.74,0
1,0,2,6,1,25.6,2.2,6.3,5.7,0.66,0.77,0
1,0,3,2,1,22.4,2.2,6.3,5.7,0.66,0.77,0
0,0,3,1,1,24.5,2.4,6.3,5.5,0.6,0.7,0
1,0,4,6,2,47.3,2.2,6.3,5.8,0.67,0.77,0
0,0,2,6,1,23.6,2.4,6.3,5.2,0.58,0.73,0
1,0,2,2,1,23.0,2.3,6.3,5.7,0.65,0.76,0
0,1,4,5,2,47.9,2.3,6.3,5.4,0.61,0.74,0
1,0,2,3,1,22.9,2.2,6.3,5.8,0.68,0.78,0
1,0,3,4,1,32.1,2.3,6.3,5.6,0.65,0.78,0
0,1,4,9,2,48.2,2.4,6.3,5.5,0.62,0.75,0
1,0,2,2,1,25.4,2.3,6.3,5.5,0.62,0.75,0
1,1,5,7,2,56.3,2.1,6.3,6.0,0.7,0.8,0
1,1,4,5,2,49.4,2.3,6.3,5.6,0.64,0.78,0
1,0,3,2,1,29.8,2.2,6.2,5.7,0.66,0.75,0
1,1,6,4,2,66.1,2.3,6.2,5.6,0.64,0.75,0
1,0,2,2,1,24.5,2.3,6.3,5.4,0.61,0.75,0
1,1,5,10,2,54.9,2.3,6.3,5.5,0.62,0.75,0
1,1,4,9,2,48.1,2.2,6.3,5.7,0.66,0.77,0
1,1,6,8,2,66.1,2.2,6.2,5.7,0.66,0.77,0
1,1,6,7,2,67.4,2.3,6.3,5.7,0.64,0.72,1
1,0,2,0,1,23.6,2.2,6.3,5.8,0.67,0.78,0
1,1,6,5,2,66.9,2.3,6.3,5.5,0.63,0.76,1
1,1,4,8,2,50.6,2.2,6.2,5.8,0.69,0.8,0
1,0,2,2,1,25.8,2.1,6.3,6.0,0.71,0.83,0
1,0,3,4,1,28.7,2.4,6.2,5.4,0.6,0.72,0
1,0,2,3,1,22.8,2.2,6.2,5.7,0.66,0.76,0
1,0,2,1,1,23.9,2.2,6.3,5.7,0.67,0.79,0
1,0,2,3,1,23.1,2.2,6.3,5.8,0.67,0.78,0
1,0,3,3,1,23.9,2.2,6.3,5.9,0.69,0.78,0
0,0,2,5,1,21.9,2.5,6.4,5.1,0.54,0.71,0
1,0,2,1,1,25.8,2.2,6.2,5.7,0.65,0.76,0
0,0,3,5,1,34.0,2.3,6.3,5.5,0.62,0.75,0
0,0,2,2,1,25.3,2.4,6.3,5.3,0.59,0.74,0
1,0,2,2,1,23.2,2.2,6.3,5.8,0.68,0.8,0
1,0,2,4,1,23.9,2.2,6.3,5.6,0.65,0.79,0
0,1,6,10,2,67.6,2.4,6.3,5.2,0.58,0.74,0
1,1,7,12,2,77.8,2.2,6.3,5.8,0.68,0.77,1
0,0,3,2,1,24.2,2.3,6.3,5.7,0.65,0.76,0
1,0,3,1,2,34.8,2.3,6.3,5.7,0.65,0.75,0
1,1,5,10,2,59.6,2.4,6.3,5.3,0.57,0.72,1
0,0,2,2,1,22.8,2.3,6.2,5.5,0.62,0.75,0
1,0,5,4,2,47.0,2.3,6.3,5.7,0.65,0.75,0
0,0,4,6,2,46.5,2.3,6.3,5.7,0.65,0.74,0
1,0,2,1,1,21.8,2.3,6.3,5.6,0.64,0.75,0
1,1,5,8,2,57.3,2.2,6.3,5.7,0.65,0.77,0
1,0,2,4,1,23.1,2.3,6.3,5.6,0.65,0.76,0
1,1,9,14,2,111.6,2.3,6.3,5.7,0.64,0.75,1
1,1,7,10,2,82.6,2.1,6.3,6.3,0.74,0.81,1
1,0,3,0,1,26.4,2.2,6.3,5.8,0.67,0.78,0
0,0,2,5,1,22.8,2.3,6.3,5.5,0.62,0.75,0
1,0,3,6,2,37.5,2.3,6.3,5.5,0.62,0.74,0
0,0,3,2,1,25.8,2.4,6.3,5.3,0.58,0.74,0
1,0,3,2,1,29.7,2.2,6.3,5.8,0.66,0.77,0
1,0,2,1,1,22.5,2.2,6.3,5.8,0.68,0.78,0
1,1,5,6,2,51.3,2.3,6.3,5.6,0.63,0.76,0
1,0,3,1,1,28.1,2.2,6.3,5.7,0.67,0.78,0
1,0,4,7,2,45.5,2.3,6.3,5.6,0.64,0.76,0
1,0,4,5,2,36.9,2.2,6.3,5.7,0.66,0.79,0
1,1,6,5,2,60.8,2.3,6.3,5.5,0.63,0.76,0
1,0,2,4,1,23.8,2.2,6.3,5.8,0.67,0.77,0
0,1,5,7,2,57.7,2.3,6.3,5.5,0.62,0.76,0
1,0,2,5,1,24.8,2.3,6.3,5.5,0.62,0.75,0
1,0,2,7,1,21.4,2.3,6.3,5.6,0.64,0.76,0
1,0,3,1,1,21.9,2.2,6.3,5.7,0.66,0.77,0
1,0,3,3,1,24.8,2.3,6.2,5.6,0.64,0.75,0
0,0,3,0,2,35.5,2.3,6.3,5.5,0.62,0.77,0
1,1,6,6,2,71.9,2.2,6.3,5.7,0.66,0.79,1
0,1,5,6,2,56.2,2.3,6.3,5.5,0.64,0.77,0
1,0,2,4,1,26.2,2.2,6.3,5.7,0.66,0.77,0
1,0,2,4,1,23.6,2.4,6.3,5.3,0.59,0.75,0
1,0,3,6,1,23.4,2.4,6.3,5.4,0.6,0.73,0
1,0,2,4,1,22.7,2.3,6.3,5.6,0.64,0.77,0
1,0,3,3,1,27.9,2.2,6.3,5.7,0.67,0.8,0
1,0,2,1,1,26.1,2.2,6.3,5.8,0.68,0.78,0
1,1,6,9,2,75.6,2.2,6.3,5.7,0.65,0.75,1
0,0,2,4,1,20.3,2.3,6.3,5.5,0.62,0.75,0
0,0,2,4,1,25.6,2.3,6.3,5.5,0.62,0.75,0
1,1,4,6,2,48.0,2.2,6.3,5.8,0.68,0.79,0
1,0,2,3,1,22.8,2.3,6.3,5.5,0.62,0.74,0
1,0,2,3,1,22.4,2.3,6.3,5.7,0.64,0.74,0
0,0,2,2,1,20.3,2.3,6.3,5.5,0.62,0.75,0
0,0,3,1,1,26.1,2.3,6.3,5.6,0.64,0.74,0
1,0,2,1,1,21.1,2.2,6.3,5.8,0.67,0.79,0
1,1,5,7,2,55.9,2.3,6.3,5.5,0.61,0.75,0
0,1,4,5,2,48.3,2.4,6.3,5.4,0.59,0.73,0
1,1,6,10,2,73.2,2.1,6.3,6.1,0.71,0.8,1
1,1,4,7,2,50.1,2.3,6.3,5.5,0.62,0.75,0
1,0,4,3,2,40.9,2.2,6.3,5.7,0.66,0.78,0
1,0,2,1,1,22.7,2.3,6.3,5.6,0.64,0.77,0
1,0,4,9,2,42.9,2.3,6.2,5.8,0.66,0.73,0
1,0,3,1,2,33.4,2.2,6.3,5.7,0.65,0.77,0
1,0,2,4,1,22.1,2.3,6.3,5.5,0.62,0.76,0
1,0,2,2,1,25.9,2.2,6.3,5.7,0.65,0.75,0
1,1,5,9,2,55.5,2.3,6.3,5.4,0.61,0.75,0
0,0,3,5,1,30.6,2.3,6.3,5.6,0.64,0.76,0
1,0,3,6,1,29.4,2.3,6.2,5.7,0.65,0.76,0
1,1,5,8,2,62.4,2.1,6.2,6.1,0.72,0.81,0
1,0,3,4,1,31.4,2.4,6.2,5.3,0.59,0.74,0
1,0,2,1,1,21.4,2.3,6.3,5.6,0.63,0.73,0
0,1,7,13,2,85.8,2.2,6.2,5.6,0.65,0.79,1
1,1,4,6,2,51.0,2.2,6.3,5.7,0.65,0.74,0
0,0,3,0,2,31.8,2.4,6.3,5.3,0.59,0.73,0
0,0,2,4,1,24.8,2.3,6.2,5.7,0.64,0.75,0
1,0,2,2,1,20.1,2.2,6.3,5.7,0.66,0.78,0
1,0,2,0,1,28.8,2.3,6.3,5.7,0.64,0.73,0
1,0,3,1,2,35.9,2.2,6.2,5.7,0.67,0.78,0
1,0,3,3,1,26.5,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,21.7,2.3,6.3,5.6,0.64,0.76,0
1,0,3,0,1,27.0,2.2,6.3,5.8,0.67,0.79,0
1,0,2,2,1,21.8,2.2,6.3,5.8,0.68,0.79,0
1,0,3,3,1,26.9,2.3,6.3,5.6,0.64,0.77,0
1,0,4,6,2,45.6,2.2,6.3,5.7,0.66,0.77,0
1,1,6,11,2,68.5,2.3,6.3,5.5,0.63,0.75,0
1,1,8,11,2,95.3,2.2,6.3,5.8,0.67,0.78,1
1,0,2,3,1,22.7,2.2,6.2,5.9,0.69,0.79,0
1,1,4,6,2,50.6,2.3,6.3,5.5,0.62,0.75,0
0,0,3,4,1,34.5,2.3,6.2,5.6,0.64,0.75,0
1,1,5,8,2,55.6,2.2,6.3,5.8,0.68,0.79,0
1,0,2,4,1,23.2,2.3,6.3,5.7,0.65,0.76,0
1,0,3,5,1,25.4,2.3,6.3,5.7,0.65,0.77,0
1,0,2,2,1,20.8,2.3,6.3,5.4,0.61,0.75,0
1,0,4,5,2,37.1,2.1,6.3,6.0,0.7,0.79,0
1,0,4,7,2,42.1,2.2,6.3,5.7,0.67,0.78,0
1,0,2,0,1,22.0,2.2,6.3,5.7,0.65,0.75,0
1,1,4,4,2,47.7,2.2,6.3,6.0,0.7,0.78,0
1,0,3,1,1,25.9,2.3,6.3,5.5,0.63,0.77,0
1,0,1,4,1,21.1,2.3,6.3,5.5,0.63,0.77,0
1,0,3,0,1,29.2,2.4,6.3,5.4,0.6,0.73,0
1,0,2,1,1,24.0,2.2,6.3,5.8,0.66,0.76,0
1,0,2,5,1,26.5,2.3,6.3,5.6,0.64,0.74,0
1,0,2,3,1,23.9,2.3,6.3,5.6,0.64,0.76,0
1,1,4,5,2,47.8,2.3,6.3,5.6,0.65,0.77,0
1,0,2,3,1,26.1,2.3,6.3,5.6,0.64,0.75,0
1,1,4,6,2,50.9,2.2,6.3,5.7,0.67,0.78,0
0,0,4,5,2,44.6,2.4,6.3,5.3,0.59,0.73,0
0,1,5,9,2,57.4,2.3,6.2,5.6,0.63,0.75,0
1,0,2,1,1,26.2,2.2,6.3,5.8,0.69,0.8,0
1,0,2,3,1,22.8,2.4,6.3,5.4,0.59,0.72,0
0,0,3,4,1,26.5,2.4,6.3,5.4,0.61,0.75,0
1,0,3,2,1,22.9,2.3,6.3,5.5,0.63,0.77,0
0,1,6,8,2,69.1,2.3,6.3,5.6,0.64,0.76,1
0,1,5,8,2,49.4,2.3,6.3,5.7,0.63,0.72,0
1,0,2,3,1,23.5,2.3,6.3,5.6,0.65,0.77,0
1,1,4,7,2,52.3,2.2,6.3,5.8,0.67,0.78,0
1,1,7,10,2,81.7,2.2,6.3,5.7,0.65,0.77,1
1,1,4,4,2,49.3,2.3,6.3,5.7,0.65,0.77,0
1,0,2,2,1,23.6,2.2,6.3,5.7,0.66,0.79,0
0,0,2,3,1,20.0,2.4,6.3,5.2,0.57,0.72,0
1,0,2,4,1,24.9,2.4,6.3,5.4,0.59,0.72,0
1,0,3,2,1,25.8,2.3,6.3,5.4,0.61,0.75,0
1,0,4,2,2,45.3,2.2,6.3,5.9,0.68,0.77,0
1,0,3,1,2,32.5,2.3,6.3,5.4,0.6,0.73,0
1,1,5,7,2,56.3,2.3,6.2,5.6,0.63,0.76,0
1,0,2,4,1,30.1,2.3,6.2,5.5,0.62,0.75,0
1,1,4,9,2,49.3,2.2,6.3,5.8,0.67,0.79,0
1,0,2,4,1,22.9,2.2,6.3,5.7,0.65,0.75,0
1,0,2,2,1,23.2,2.3,6.2,5.6,0.64,0.76,0
0,0,3,0,1,24.5,2.3,6.3,5.5,0.62,0.75,0
0,0,2,2,1,24.4,2.3,6.3,5.5,0.62,0.74,0
0,0,2,6,1,22.7,2.4,6.3,5.4,0.6,0.73,0
1,1,5,5,2,54.9,2.2,6.3,5.8,0.68,0.79,0
1,1,4,5,2,49.8,2.2,6.3,5.8,0.67,0.79,0
1,0,4,7,2,40.0,2.1,6.3,6.1,0.73,0.83,0
1,0,2,3,1,21.2,2.3,6.3,5.5,0.61,0.73,0
0,0,3,2,1,23.0,2.3,6.2,5.5,0.61,0.74,0
1,1,5,10,2,53.7,2.2,6.3,5.9,0.69,0.81,0
1,0,3,4,2,41.7,2.2,6.3,5.7,0.66,0.77,0
1,1,5,8,2,60.2,2.3,6.2,5.4,0.61,0.73,0
1,0,3,3,1,26.4,2.4,6.3,5.5,0.6,0.72,0
1,1,5,10,2,53.6,2.3,6.3,5.5,0.61,0.72,0
1,0,3,4,1,35.0,2.2,6.3,5.8,0.68,0.78,0
1,0,2,2,1,24.0,2.2,6.3,5.7,0.66,0.76,0
1,0,2,2,1,19.4,2.4,6.3,5.3,0.58,0.72,0
0,0,4,5,2,46.8,2.4,6.2,5.3,0.58,0.72,0
1,0,4,3,2,39.7,2.4,6.3,5.3,0.58,0.72,0
1,0,1,3,1,22.1,2.3,6.3,5.4,0.6,0.72,0
1,0,2,1,1,23.1,2.3,6.3,5.5,0.61,0.73,0
1,0,2,1,1,24.0,2.2,6.2,5.8,0.68,0.78,0
1,0,2,5,1,23.5,2.3,6.2,5.5,0.62,0.73,0
1,0,2,3,1,22.4,2.2,6.3,5.8,0.68,0.79,0
1,0,2,0,1,23.7,2.3,6.3,5.7,0.64,0.73,0
1,1,4,5,2,48.6,2.4,6.3,5.4,0.6,0.74,0
1,0,3,1,1,25.4,2.3,6.3,5.5,0.62,0.73,0
1,0,2,2,1,21.8,2.3,6.3,5.6,0.63,0.73,0
1,1,6,11,2,73.9,2.1,6.3,6.2,0.74,0.83,1
1,0,2,1,1,22.7,2.3,6.2,5.5,0.63,0.77,0
0,0,2,2,1,23.6,2.3,6.3,5.6,0.65,0.77,0
0,0,4,7,2,42.5,2.3,6.2,5.4,0.61,0.75,0
0,0,4,4,2,42.8,2.3,6.3,5.5,0.63,0.76,0
0,1,6,9,2,70.0,2.3,6.3,5.5,0.63,0.78,1
0,1,5,11,2,54.1,2.3,6.3,5.5,0.62,0.75,0
1,0,2,4,1,26.9,2.2,6.3,5.7,0.67,0.8,0
0,0,2,4,1,20.9,2.3,6.3,5.6,0.61,0.71,0
1,1,6,8,2,74.8,2.2,6.3,5.7,0.67,0.8,1
1,0,3,1,1,23.5,2.3,6.3,5.5,0.62,0.75,0
0,0,2,3,1,19.9,2.4,6.3,5.4,0.6,0.75,0
1,0,2,1,1,23.5,2.1,6.3,6.0,0.7,0.8,0
1,0,3,4,1,32.4,2.3,6.3,5.5,0.62,0.75,0
0,0,2,3,1,21.0,2.4,6.3,5.2,0.57,0.72,0
1,0,4,7,2,43.1,2.5,6.3,5.2,0.54,0.66,0
0,1,7,13,2,84.5,2.3,6.3,5.5,0.62,0.74,1
1,1,6,9,2,67.6,2.2,6.3,5.7,0.65,0.77,1
0,0,3,8,1,34.8,2.4,6.3,5.4,0.6,0.73,0
0,0,2,1,1,23.2,2.3,6.2,5.5,0.63,0.77,0
1,0,2,3,1,23.5,2.1,6.2,6.0,0.71,0.81,0
1,0,2,1,1,24.6,2.3,6.3,5.5,0.61,0.72,0
1,0,2,1,1,24.8,2.2,6.3,5.8,0.68,0.77,0
0,0,2,6,1,27.4,2.4,6.3,5.3,0.59,0.73,0
1,0,4,5,2,41.6,2.3,6.3,5.5,0.62,0.76,0
1,1,6,8,2,71.1,2.3,6.2,5.6,0.64,0.76,1
1,0,2,2,1,23.6,2.3,6.3,5.5,0.63,0.77,0
1,1,7,15,2,88.3,2.3,6.3,5.5,0.64,0.77,1
1,0,4,7,2,42.6,2.2,6.3,5.9,0.68,0.76,0
1,1,7,11,2,78.4,2.2,6.3,5.8,0.68,0.8,1
0,0,4,3,2,44.6,2.3,6.2,5.4,0.61,0.74,0
